userName,komentar
Ruwayfi Riaz Haim,"bagus,aman dan mumer ..top.. pertahankan y..terimakasih"
Farhan,"Tolong bug nya diperbaiki saya membatal orderan karena di suruh batal sama driver nya nah pas saya pesan ulang titip penjemputan dan tujuan nya jadi terbalik, ini bug yang sangat merugikan driver tolong segera perbaiki bug nya"
sigit hariyanto,good driver..serius cari nafkah
Maryam Basir,sangat sopan
Muhammad Ilham,Ga tau yg pastinya seru
Maslindah Indah,Map nya kurang jelas
Feby Ramlan,baik
Denis Alvarendra,sangat propesional
Merlina Putjiastuti,good job
Ari Ramadhani,mantap
Utari Samsung,drivernya ramah sabar... dn sopan.... mksh sdh mengantar sy smpe tujuan dg aman👍👍
Mimin Arman,nunggunya tidak lama
Arsyilla Shahla,sangat sopan n ramah
Arif Rachman Dwi Aminanta Oktav Fiant,mkch kakak
Mbpinyuik17 Pinyuik,pelayanan nya bagus
Thalita Haura,Suka deh pake aplikasi ini👍
Rini Septiani,👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Ummu Abdillah,supir kooperatif
bidan firoh 25,bagus baik hati cekatan tks semoga berkah dan murah rezeki Aamiin.
Eka Pratiwi,"layanan cepat, setelah sampai difotokan bukti barang telah sampai, driver ramah 👍👍"
Rian Ashif,Jelek aplikasinya
0447_fikri akbariansyah,Aplikasi transportasi termurah
MUHAMMAD DIMAS RIFALDY RIFALDY,drivernya ramah
Biantara Fareza,"Order telah dipenuhi oleh: Henry Agus Purwanto dengan Toyota Avanza, warna putih, nopol T1775EF. Terima kasih atas perjalanan Anda!"
Mitha Rahima,sangat baik sekali
Nova Monalisa,driver ya rama sekali
Boni Jon,driver yang baik
Adhe Tama,MAPS NYA DI PERBAIKI !!!
mtths Atus Drus,nttua
Nur Janah,"driver nya baik banget, barokallah buat kluarga ya pak🙏"
Siti Harmaida,murah
Indri MANis,baik
Hayo Siapah,bgus
Oyah Rukoyah,sangat baik
Victor Siaranamual,sukses dan lancar mas rejekinya hati2 selalu amin
Tomy Ardiyant,"Sangat Baik , Driver Cepat & Ramah 👍🏻👍🏻"
Gunawan Wd,fast respon
Sasky Nandiya,abang nya baik banget juga sopan
Suci tya Purnama,pengemudi sangat baik
Kris Floren,baik
Firman Mhyta,bagus sekali
umar abizard,terbaik
Asnany Aisni,trimkasih..sangat2 membatu
Shaqeena Kids,drivernya ramah
Devota Fofid,baik
Avriel Tv Guys,"pelayanan cepat,driver ramah"
Jeany Simanjuntak,driver yg sangat ramah... Good attitude
Solihat_soi,Nuhun Pak tos kersa mampir meser makan. mugia tarikana banyak
Wahyu Abdullah,supernya rama
Suniyah Suni,terima kasih pak
Dara Julina,driver nya ramah dan baik sekali...
Arif Ariyanto,Sudah berapa tahun ???? Kapan maps nya di perbaiki...
SuryantoJNL,Sangat baik
Wahyu Nur,sangat bagus
Nur Cahyadi,Gagal login bagaimana caranya min
DELIT PUTRA,"ibu nya baik, ramah semoga sehat trus ya bu dan semangattt cari rezekinya aamiin 🤲"
Tri Pari,"Saya barusan ngisi saldo..di m bangking sudah kepotong,tp knp belum masuk juga saldonya..mau kontak CS gak tau yang mana..tolong di cekkan kenapa blm masuk2 juga saldoku ya"
Rudi Setiawan,makasih pak semoga ordernya rejekinya lancar sukses selalu pak🤲🤲🤲 tetap semangat pak💪💪💪
Uma Part Ac Mobil,"bapaknya baik,, pengiriman juga cepat,, sabar menunggu, sambil saya menyiapkan sparepart,,, semoga lancar orderannya trmksh sdh dibantu pengiriman orderan saya"
Sanda Lebok,Driver Ramah dan cepat respon
D' Irawan Family,cepat & harga terjangkau
zeindri Quek,terima kasih
Henny Oktavia,bapaknya baik dan ramah
Ardiansyah Dian,baik
Sam Hari,pelayanan bagus
Shally Fitriani Mardiana,"Sopir nya ramah,sopan.gk lama menunggu"
teguh saptono,terimakasih
Iman Kurniawan,ramah dan cepat
Aang Tayo,driver nya ramah
David Armadia,sopan n enak
Farid Khambali,nyaman
Sindy rahadat,good
Soleh Basuki,mantap
mustiar kurniawan,Terimakasih
Faizal Ajee,Mau psan makan kok gak semua tempat terdaftar ya..sy mau pesan melda serdam gak ketemu RM nya d pilihan
WePe 23,Triamksh Sudah Gercep jemput anak kuu 🙏🙏🙏
Ida Jayanti,terimakasih pak
Fendy Candra,Mapnya gak jelas sering nyasar
Wahyu Aprilianto,sangat membantu mksh
kristina anggiyani,pelayann mantap
Elwin 096,good job
Pak Ceps,"terbaik, mengantar dengan hati-hati"
atik rosidah,sangat baik
Deni Iskandar,Sebenarnya sih oke. Cuman bingung di maps nya aja ga jelas. Jadi mending di aplikasi sebelah aja walaupun beda 1k
Lisna Wungko,terimakasih
Syarifah Wardha,ramah
Nauli Sinta,Ini aplikasi mau2 nggak2 Mau order ja bikin naek darah dulu Fix auto hapus
Mochammad agung Eka nanda,nice
Kres Kariadi,Baik
Martinus Lubis,mobilnya mewah mantap
NOTME,driver sabar sekali dan sangat membantu.. sbnrnyo mau kasih tips cuma dak tau cara nya klo Maxim ni ckmn ngasihnyo..
david 1,apk nya mantap harga nya murahh 💞💞💞🥰🥰🥰🥰💥💥💥💥💥
Gojek Jakarta Driver,Baca alamatnya ribet peta hrs diarahkan terus...kesel.klo.lg buru2
Musthofa Adhi Umar,orang nya asik baik dan ramah
Ricky Dozan,good
Nur Fadila azzahra,"kurirnya suka nambahin harga sendiri, contoh ongkir 12k jadi 15k. walau cuma 3K, tapi jika selalu begitu ya rugi juga. Udah sering malahan, tetangga saya juga digituin."
Bella desiana,ramah sekali ridernya smoga selalu banyak orderan yaa pak
Ab Ikbal,comfort drive and friendly
Fery ardyns,baik
Prananto Nanto,baik
Joni Dumai,"pengantaran, penjemputan dan pelayanan nya sangat baik."
wahyu rmdn,bg bisa minta tolonggk
Alfya Zahra,mantap
Tedi Endoy,gercep
Budiarto,sangat puas
Shodiq Priyono,"Keluhan masih sama ini aplikasi sudah bagus, simpel Hanya saja masukan saya jika pesanan delivery driver yg dapat order titiknya terlalu jauh dengan lokasi penjemputan, kasian drivernya dan juga customer menunggu agak lama, saat online di sekitar titik banyak driver, mungkin yg sekitar mengabaikan saya jg kurang tau Mungkin kedepan nya bisa jadi pertimbangan (Sejak awal menulis ulasan, sampai saat ini titik jemput driver masih sangat jauh, lbh jauh driver jemput dr pada antar) klo mau bukti ada,"
Ririn rihah mafrohah,goodjob
Donny Monde,Good
Imel Apriliani,sopan dan tepat waktu
Hello Kitty,Maps nya eror terussssss
DX 4302,"Alhamdulillah dapat sopir yang baik, ramah, perjalanan menyenangkan. Semoga berkah"
Suman Jawa,drivernya cepat datang..okelah
vall art,lumayan bagus
Rifki adyatmadani,"baik ramah, dan sampai tujuan"
PP_Hafid Murgantara,istimewa
Vika Rizkiya,pelayanan baik ramah tepat waktu terima kasih
Sitta Hijriah,Saya tertarik untuk menggunakan maxim untuk keperluan saya berpergian. Saya harap maxim ada fitur top up non tunai.
Cesa studio cika story,mantap
Nurwidana Ahmad,perjalanan sangat nyaman krn ditemani dgn sopir yg ramah dan koperatif
Salman Alfarizi,trims 👍🏻👍🏻
muhammad nazriel,"Ngeriii minta update terus,terakhir update tanggal 20 tgl 25 nya minta update lagi,maps juga susah banyak titik yg ngga ada"
M arindra hakam Ramdhani luthfi,Kalo jauh drivernya suka lambat dan setelah menunggu ujung-ujungnya juga minta cancel👎
Fahrydoank Feriansyah,tepat waktu & ramah
Armando Hutauruk,baik
ardy GFC chennel,bagus
Riski Riyansah,lumayan
Silvia putri hidayah Putri,Alhamdulillah...sangat memuaskan....terimakasih
Melia Sari,driver sangat baik dan ramah. saya puas dengan pelayanan drivernya. terimakasih maxim
Sarah suryaningtyas,"tak kasih bintang 3, soalnya kalo nyari pengemudi yang jauh² terus jadi suka telat kalo mau ke sekolah, tolong banget ini mah🙏🏻"
Nandasinta,"Barusan kejadian. Saya pesan driver dari stasiun menuju ke kos. Di chat driver bilang sudah sampai di parkiran. Saya samperin, dianterin ke tujuan. Eh pas nyampe kos hp saya bunyi ternyata saya dapat driver lagi. Beliau chat bilang sudah di parkiran stasiun. Akhirnya saya cancel, dan beliau ngomel. Aneh banget aplikasi ini. Masa saya double order. Chat dari driver sebelumnya juga masih ada. Saya udah kejadian 2 kali seperti ini. Tolong diperbaiki sistemnya. Ini merugikan driver dan customer"
Airin ria Faristi,tepat waktu
Dewi Lestari,sangat baik
Aryanto Pratama,sangat ramah
Ratu Nita Oktaviana,ok
Ngarames Plat H,pengemudi ramah
M. Riky Saputra,Sangat membantu sekali
Akbar Athallah Alfaridzy,Aplikasi dengan Argo car termurah
Indah Selviana,ojek online murah membantu masyarakat yang kesusahan cari kerja
Nikki Adityatama,"Tolong update peta wilayah kabupaten kendal provinsi jawa tengah. Banyak pelanggan maxim disini tp karna tarif dan titik lokasi yg belum detail seperti di wilayah kota semarang,jadi pelanggan di kabupaten kendal masih pada memilih aplikasi grab atau gojek.. perbanyak iklan di kabupaten kendal. Saya yakin maxim bisa berkembang di kabupaten kendal sini."
pasti sukses anak pulau,sopan dan unit bersih
Infinix Lelet,ramah baik
Ahmad Fauzan,Ok
Ris Susanto,Ok
Rizki Nurfadilah,pengemudi ramah
renn boy,katanya saldo 100.000 bisa di pakai pas order malahan Bayar tunai. haha install
Hardianti Hasyim,baik dan aman
Monika Wati,ramah n mobil bersih harum
Neneng Supatma,sangat baik dan nyaman
Setyo Hadi .W,Sehat selalu ya bg.👍👍
Rendy moh Hanavie,bagus tidak terburu
Diego Daud,dapat diandalkan
Rudi Rudi,suka sekali
Vina Oktaviani,baik
Nafizah Kinara,mantap
Mega Dewi,bagus
S Dipendri Alwadi,Ok
haise sasaki,matursuwon
Sri Mulyani,sangat ramah
Sri Yolanda,Bgus
ishadhe ruri,"pengemudi baik dan ramah, terimakasih🙏"
Ahmad Siddiq,mantap abang
Kanti Golf Mondial,oke
Yunus Muhammad,driver ramah fokus di jln
Hasrul Musakkir,sukses pak dan terimakasih
Fara Dilla,"bapak nya baik bgtt. spek malaikat, minta bantu tuk ambil barang, ditunggu nya ampe selesai, tanpa ada kesal sedikit pun. best bgtt"
Eh Bay,fast movingg
Manjacheese Tea,ok
Lina Budiarti,selalu bisa di andalkan
Thamrin Oktoni,sopir cepat sampai dan ramah
randy,Fast moving
Ramlan Ashari,Jujur
Hani Apriani,"respon cepat, perjalanan aman, driver sangat ramahh, sampai tujuan dengan tepat..,👍👍👍"
Tuanmuda Minang,lumayan simple dan relatif murah !!!
Agus Purwanto,sangat baik
Slamet Rahardjo,gpp
Dikson subnafeu,terima kasih brow
Nurul Nurulhany,pelayanan yg baik dari driver RM. Muhammad rosyidi agustian
Rizky Pratama,mantap
ade risal,jangkauan driver luas
Aminahh Cibel,"Saya tadi pesan Maxim car dan saya udh jalan menuju lokasi yang saya tuju, saya posisi nya masih di jalan menuju lokasi ko di aplikasi malah saya otomatis mesen ulang lagi, padahal saya ga mencet"" pesan ulang loh, dan ngebatalin nya nge bug banget tolong di perbaiki"
suhar Suharno,tdk lama pesan udah dtg cepat banget✔️✔️✔️
Yuliantika Tika,sangat ramah sekali dan tepat waktu
Kasih Karunia,Saya kasi bintang 1 Karna banyak driver Maxim yg galak galak/gak bener. Hati hati deh pokoknya kalo mau pakai Maxim.
Didi Empot,mantap
Titi Sunarni,pertama kali order maxim bike....kesannya baik
Nisa Ridy,Tolong Maxim hapus foods + shop Karna banyak penipuan untuk driver. Orderan ke Indomaret/ Alfamart yg PALSU
noor azizah,"Harga sangat terjangkau, driver banyak. Yg perlu ditingkatkan lg Maps nya biar lebih teepat sasaran yaa"
Rudi,mantap
Rina Purnama,sangat baik
Rian Azka,driver nya keren
Riyan yusran,josss jossss jossss
Raziq Khairul,Buat maxim untuk drivernya kalo ngantuk tidur bang gausah dipaksain
Adenrahman Bilaa,sangat baiikkk sekali
BAYU EZZIO,oke
Icah Agustina,pelayanan baik dan ramah
Grhoaxe Ghost,mantap
Firda Amelia Putri,keren ramah
arya pratama,Mantab sekali
Sofiea Hidayat,cepat dan ramah
zul fikar,terbaik
Juwita Forever,Ramah dan baik. Keren
Yohanes Alwien,tarif lebih ringan
Andi Setiawan,Parahh
Ilham 027,Terbaik
Erik & Nova,"Mantap a ,maxim keun sumedang ."
Retno candra,terimakasih dijemput dan diantar sesuai rute dengan aman dan nyaman
Aziz Ndut,"driver bisa di andalkan,jujur dan ramah"
Revita Dwi septianna,ok
mas gundung,"Susah, masak alamat bogo gak ada"
Risti nisa3451,baik
19-017_Lidya Adriani Darma Wetri,best mantap
Shasya Xxs,good
Intan nur aini,"trmksh utk kjujuran ny, sehat sllu"
Buyung Buyung,semangat selalu bang. Abang nya ramah 🙏
shepiia anggraeni,terbaik
iyan 041,mantap
Amor Soares,drivernya rama
Mbak mel Jambi,ok
hidayatul faizah,good job
Yamifati Zendrato,sangat baik sekali
xtrem distro,"ok, sip"
Nining Nining,Peraturannya merugikan mitra
Ancu Mansur,"mba drivernya ramah banget ,,😊"
Kiki Ramdani,"Tolong perbaiki map Maxim tidak terdeteksi alamatnya, dan akhirnya saya pindah ke indriver"
Nia Aldifin,sangat baik
Vittto Akbar,pelayan bagus
Sandi Dompu,Fery good
Tzky Sofi,terimakasih
Bernadetta Theresia,sangat baik
Fitria Mitrasari,sangat puas dengan pelayanannya.
ainun Najib,ok banget drifer yh
Khai Rani,Aplikasi yg bagus . Mudah mendapatkan ditengah kota . Semoga kedepannya lebih baik lagi
Reni Abim08,ramah baik sopan
Salsa Billaputri,ok mantep
Reefda_reef,murmer
Sriati Sriati,ramah drivernya
indah Nuraini,derifer ramah dan sopan lagh.....
Sudirman Dir,mantap
Annasya Saila,ok
Linda Rai,"driver sangat ramah dan sopan, patut dikasih bintang 9,99 terimakasih"
kartika,sangat baik sekaliii
Mey Sihombing,baik...sopan . dan Ramahh
Merpati Putih,Coba dulu klw bagus sya kasih poll
Agnes Sanur,mantap pak. Terimakasih.
DIAN RAHMA,good job dan maxim terbaik
Test Modd,tks ya. SDH antar dgn selamat bpknya sangat sopan dan berhati hati mengemudi 🙏🙏🙏
Yohan Kusuma,ok
Ade Marsita,Pengemudi ramah...terima kasih...
Abel Fatik,"keren,praktis"
Logo 1906,mantap
Deni krisdiana Krisdiana,tepat waktu
Yellita Fathir,ramah bangettttttt
Neng Neng,terima kasih atas pelayanan ya
Deni Sopiana,Permudah untuk titik kordinat petanya
Izshar Ican,"Makin hari makin sepi, gimana gk sepi, tiap hari selalu dibuka pendaftaran driver baru, kebanyakan driver jadinya"
Dony Saputra,drivernya ramah dan wajahnya putih
Kris Saputra,kalo bisa dapet driver nya jangan kejauhan dan tolong di update masalah driver ada di mana2 nya kak terima kasih
Yanis Qido124,"Tarifnya emang Murah, tapi saking murahnya Driver tidak ada yang berani ambil orderan.. jadi ya Percuma"
Dede Safei,bagus mantap
Lizz,Semoga bisa beli saham gojek
muhammad iqbal,sangat bagus dan ramah sekali pelayanan drivernya👍👍
Endang Fatmawati,good jobs
Nirma Sari,sangat membantuu
Chandra Sirait,bagus
Hana Ainul Mardiyah,good
Muhammad Irwan,good
Nur hasanah,pelayanan baik
Sekar Sari,bagus sekali
ml aja,mendapatkan bug yang membuat pesanan 4 sekaligus tolong diperbaiki ya
Isni Akhirin,mantap
Damay Tobing,Mas e ramahhhh 😁😇 semoga lancar segala urusannya 😁
Suhaeti Kasri,"Drivernya ramah, sekalipun masih muda, sopan, cara membawa kendaraannya baik dan halus"
lisber halomoan,Murah dan keren. Sukses buat Maxim
Rofiki fiki,cuma petanya kurang akurat aja
Herman Sjafei,mantul.
Rapa,apli kasi ini bagus sekala
Deddy Anggara,semangat pak
Duta Asyahna,pertahankan pelayanan yg ramah nya bg
Lia Dahlia,drivernya ramah dan oenjemputan cepat trims
abdi baraja,Sayng aplikasi dak ada pengaman dan gampang saja buat pesanan tipu2 iseng2.kasian buat driver maxim
Nazwa Nabila Zahrani,"Bagus, nyaman, murah"
Rezafath Yandika,"murah,cepat,mantap"
AMALIA NUR SABRINA,"harga paling murah di banding ojol lainya tapi sayang maps nya kadang kurang update jadi kita harus pinter2 ngakalin nyari alamat yang sama deketan sama lokasi yang kita tuju, terus kadang ada driver yang nawarin 2x lipat jadi di aplikasinya 10.300 tapi dia minta 23.000 😂 tapi makasih banyak yaaa maxim"
Tri Wahyuningsih,sempurna sampai tujuan
E Mi,oke
Puji Lestari,sangat memuaskan n komunikatif driverny
Abd Rahim,baik
Stevandro Haumahu,Pelayanan baik
Anto Raditya,baik ramah
RIZE NAMIKAZE,drivernya sopan dan ramah
Muhamamad Nur budiyanto,mantap
Savia Zahra,mksh pak
Ramdani Kusumah,"alhamdulillah Ramah baik dan ber hati""😊👍👍👍"
RIFI Rafa Rizi R.R,terimakasih kak
Medan Plaza,terima kasih sudah mengantar dn melayani kami dengan baik.
Juni Lestari Tambunan,"sangat membantu sekali, terimakasih ya"
bacc har,godjob
Agus Salim,baik dan sopan santun layak di beri binatang 5
Iswandi Putra,terima kasih banyak pak atas kepercayaannya
Nissa AnisaAzmi,oke sopan banget
iduy p9,"bagus aplikasi ringan cepat, chat telpon dengan sopir pengemudi juga mudah. terus lah berkembang,,,asal aplikasi ringan mudah dipakai pelanggan puas, dan jangan lupa kesejahteraan pengemudi (sopir) di perhatikan. Perbanyak promosi share di beranda Facebook sewajarnya jangan terlalu banyak janji muluk muluk."
Mala Malasari,👍👍👍
Sarah Sarah,ramah
Viki Muhammad,Alhamdulillah bagus sngt membantu
erna wati,cepat
Asriwati Arifin,amanah
SJN,"JANGAN TERGIUR HARGA MURAH, Hati2 dengan aplikasi ini, ada barang tertinggal CS tidak bisa dihubungi, dan driver2nya meminta lebih, lebih baik ke INDRIVER atau GRAB saja"
Risnawaty Husen,ramah
MHD FATHIR,sangat ramah orang nya
Eggy Wibawa,Terimakasih atas layanan anda
Gunawan channel,mantap baik
Queen tika,sangat puas dgn apk ini selain murah ramah lagi
Harlan Aditya Asmara,Saya tidak dapat bicara sekarang. Saya akan hubungi balik sesegera mungkin.
Mubarak Aufari,mantap
Kamen Rider,ini aplikasi sangat berguna dan bermanfaat karena walaupun jauh tapi harganya murah
Nadia Eka Putri,sehat sehat buat bapak dan keluarga semoga rezeki nya makin berlimpah ☺🙏
Yemima Duho,Mantap
Asep Suryana,bapak nya baik banget
Ratna Sari,pelayanannya baik
Pesonapahawang lampung,abangnya sabar
Amiyadi,respons cepat driver ramah Mobil bersih terawat
Faisal Plg,mantap
deniis amida,Aa
Ruqoyyah Al-azzakiyah,alhamdulillah sampai dengan selamat dan bapaknya ramah terimakasih
Chanz Score,ramah
Anni Fahamu,sangat baik orang n driver nya🙏🙏🙏🤗
Arlin aldila Pratami,Abangnya cekatan
Novita Hidayah,josss
Kang JJ,driver nya ramah
Muhammad Idris Yasin,kurirnya ramah
Teguh Rizki,Terimakasih telah mempermudah kehidupan saya
Lilis Nurjanah,bagussss sekaliiiii bess
Jimi Ajimah,perubahan tranportasu online menuju bebas pilih
Joymaris Sarnang,thank you
Lina Lina,"memudahkan perjalanan,, dan hemat"
mayang tialo,sangat baik pelayanannya
MASBOY MACHO,trimakasih bapak drever yg baik semoga sehat dan sukses selalu buat sekeluarga
Lio Pakankumay,pelayanan baik dan ramah the best for Maxim👏👍
Lestari Tomson,Bagus
Semangat Magang,"masa harganya setiap hari berubah ubah, saya kan Deket nh awalnya 12k besoknya 12,5 k nah besoknya 13 besoknya lagi 14! tolong dong perbaiki bug ini! saya udah setiap hari udh nyiapin uang pas untuk naik Maxim karena saya setiap hari kemana-mana selalu pake Maxim, tapi kalo gini gimana ya? mohon diperbaiki.. dan kalau bisa diturunin ya harganya.. saya make ini karena lebih murah dari apk sebelah tapi kalo harganya sama kyk apk sebelah mending pake apk sebelah. driver sebelah juga lebih ramah²"
Muhamad yasin,mantap bg pertahankan pelayanannya ya
Mrs.Duwana Diyah,"driver ramah sekali, semoga laris manis ya pak...banyak orderan maximnya..lancar rezekinya ,sehat selalu"
katarina Nana,nganternua cepet dan ramah drivernya
M.B _ChanneL,cepat tanggap darurat on Time...
Prapto suprapto,"trimakasi maxim telah melayani kami dengan baik, dan trimakasi atas drivernya yg ramah tamah"
Nurhidayah Yah,sangat bagus sekali dalam pelayanan
Lena Amelia,suka dan selalu puas menggunakan aplikasi maxim
ratna novia,cukup bintang yg menilai..🙏
Abdul Salam,mantap saya senang dengan pelayanan maxim
SAHABAT Om.G,jalan nya terlalu pelan seperti siput...
Zubaidah Hadi,Baik
Lastarida Manik,sangat ramah
Mee Cemonk,"mksh banyak 💛, barang nya sudah sampai di tujuan dgn cepat dan selamat 😊, berkah dan sehat selalu 🙏"
Al Fatih,pelayanan nya oke sopirnya ramah
fikri ghazali,mohon maaf untuk abg nya
Dina Agtavina,sangat agus
Orang Serang,driver ramah..😊😊
Nanang Sambo,sangat ramah😀
Yusuf Rajata,baik
Djanur rohman Awafi,cepat sekali good
Bunda Khabib (Dewi),mantap
Maya Boy,Cobah dlu ah klu mntp bru di tmbhn bintngy lagi okeyyy
Andri Zal,"Ribet x klw make maxim, mslh map cari lokasi ribet,,,,"
Venni Melani,"bapaknya ramah, baik hati.. semoga Allah meluaskan rezeki beliau"
